Classifier,BestParams,Accuracy,F1_Micro,F1_Macro,F1_Weighted,FineTuningTime,EmbeddingModel,EmbeddingTime,TotalTime
LogisticRegression,"{'C': 10, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 400, 'multi_class': 'auto', 'n_jobs': -1, 'penalty': 'l2', 'random_state': None, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",0.5605400696864111,0.5605400696864111,0.5496881220727589,0.5583641552991685,1027.2448337078094,FacebookAI/roberta-base,106.02414989471436,1133.2689836025238
KNN,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': -1, 'n_neighbors': 7, 'p': 1, 'weights': 'distance'}",0.3854529616724739,0.3854529616724739,0.3620624328683712,0.3832501539745479,35.5269091129303,FacebookAI/roberta-base,106.02414989471436,141.55105900764465
SVM,"{'C': 100, 'break_ties': False, 'cache_size': 1800, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'rbf', 'max_iter': -1, 'probability': False, 'random_state': None, 'shrinking': True, 'tol': 0.001, 'verbose': False}",0.5553135888501742,0.5553135888501742,0.538576342143815,0.5507211456066154,902.5845441818237,FacebookAI/roberta-base,106.02414989471436,1008.6086940765381
MLP,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 'auto', 'beta_1': 0.9, 'beta_2': 0.999, 'early_stopping': False, 'epsilon': 1e-08, 'hidden_layer_sizes': (400, 200, 100, 50), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_fun': 15000, 'max_iter': 200, 'momentum': 0.9, 'n_iter_no_change': 10, 'nesterovs_momentum': True, 'power_t': 0.5, 'random_state': None, 'shuffle': True, 'solver': 'adam', 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': False, 'warm_start': False}",0.5331010452961672,0.5331010452961672,0.5259716118413339,0.5326477063915482,655.234274148941,FacebookAI/roberta-base,106.02414989471436,761.2584240436554
XGBoost,"{'objective': 'multi:softprob', 'base_score': None, 'booster': None, 'callbacks': None, 'colsample_bylevel': None, 'colsample_bynode': None, 'colsample_bytree': None, 'device': 'cuda', 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': 'logloss', 'feature_types': None, 'gamma': None, 'grow_policy': None, 'importance_type': None, 'interaction_constraints': None, 'learning_rate': 0.25, 'max_bin': None, 'max_cat_threshold': None, 'max_cat_to_onehot': None, 'max_delta_step': None, 'max_depth': 5, 'max_leaves': None, 'min_child_weight': None, 'missing': nan, 'monotone_constraints': None, 'multi_strategy': None, 'n_estimators': 150, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': None, 'reg_alpha': None, 'reg_lambda': None, 'sampling_method': 'gradient_based', 'scale_pos_weight': None, 'subsample': 0.33, 'tree_method': None, 'validate_parameters': None, 'verbosity': None}",0.48301393728222997,0.48301393728222997,0.46339216682635115,0.4780832839281268,51.19957876205444,FacebookAI/roberta-base,106.02414989471436,157.2237286567688
LogisticRegression,"{'C': 10, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 400, 'multi_class': 'auto', 'n_jobs': -1, 'penalty': 'l2', 'random_state': None, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",0.5749128919860628,0.5749128919860628,0.5639764399243982,0.5715194499487505,1159.6617360115051,FacebookAI/roberta-large,311.981609582901,1471.6433455944061
KNN,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': -1, 'n_neighbors': 7, 'p': 2, 'weights': 'distance'}",0.4115853658536585,0.4115853658536585,0.3821107939591799,0.40743249613335175,41.13158321380615,FacebookAI/roberta-large,311.981609582901,353.11319279670715
SVM,"{'C': 100, 'break_ties': False, 'cache_size': 1800, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'rbf', 'max_iter': -1, 'probability': False, 'random_state': None, 'shrinking': True, 'tol': 0.001, 'verbose': False}",0.5792682926829268,0.5792682926829268,0.5644984060436327,0.5742571646435899,1343.1044573783875,FacebookAI/roberta-large,311.981609582901,1655.0860669612885
MLP,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 'auto', 'beta_1': 0.9, 'beta_2': 0.999, 'early_stopping': False, 'epsilon': 1e-08, 'hidden_layer_sizes': (400, 200, 100, 50), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_fun': 15000, 'max_iter': 200, 'momentum': 0.9, 'n_iter_no_change': 10, 'nesterovs_momentum': True, 'power_t': 0.5, 'random_state': None, 'shuffle': True, 'solver': 'adam', 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': False, 'warm_start': False}",0.5705574912891986,0.5705574912891986,0.5670394474212651,0.570012633559289,917.6284725666046,FacebookAI/roberta-large,311.981609582901,1229.6100821495056
XGBoost,"{'objective': 'multi:softprob', 'base_score': None, 'booster': None, 'callbacks': None, 'colsample_bylevel': None, 'colsample_bynode': None, 'colsample_bytree': None, 'device': 'cuda', 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': 'logloss', 'feature_types': None, 'gamma': None, 'grow_policy': None, 'importance_type': None, 'interaction_constraints': None, 'learning_rate': 0.25, 'max_bin': None, 'max_cat_threshold': None, 'max_cat_to_onehot': None, 'max_delta_step': None, 'max_depth': 10, 'max_leaves': None, 'min_child_weight': None, 'missing': nan, 'monotone_constraints': None, 'multi_strategy': None, 'n_estimators': 150, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': None, 'reg_alpha': None, 'reg_lambda': None, 'sampling_method': 'gradient_based', 'scale_pos_weight': None, 'subsample': 0.33, 'tree_method': None, 'validate_parameters': None, 'verbosity': None}",0.5008710801393729,0.5008710801393729,0.48083792192598634,0.4947474292208605,61.99987268447876,FacebookAI/roberta-large,311.981609582901,373.98148226737976
LogisticRegression,"{'C': 0.1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 400, 'multi_class': 'auto', 'n_jobs': -1, 'penalty': 'l2', 'random_state': None, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",0.514808362369338,0.514808362369338,0.5015542611709051,0.5131262474066514,864.5531568527222,answerdotai/ModernBERT-base,176.08831357955933,1040.6414704322815
KNN,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': -1, 'n_neighbors': 9, 'p': 2, 'weights': 'distance'}",0.37717770034843207,0.37717770034843207,0.34801889367756855,0.37338680747912456,30.83422017097473,answerdotai/ModernBERT-base,176.08831357955933,206.92253375053406
SVM,"{'C': 100, 'break_ties': False, 'cache_size': 1800, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'rbf', 'max_iter': -1, 'probability': False, 'random_state': None, 'shrinking': True, 'tol': 0.001, 'verbose': False}",0.51698606271777,0.51698606271777,0.5036321047118567,0.5142567209416063,920.5667231082916,answerdotai/ModernBERT-base,176.08831357955933,1096.655036687851
MLP,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 'auto', 'beta_1': 0.9, 'beta_2': 0.999, 'early_stopping': False, 'epsilon': 1e-08, 'hidden_layer_sizes': (400, 200, 100, 50), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_fun': 15000, 'max_iter': 200, 'momentum': 0.9, 'n_iter_no_change': 10, 'nesterovs_momentum': True, 'power_t': 0.5, 'random_state': None, 'shuffle': True, 'solver': 'adam', 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': False, 'warm_start': False}",0.4651567944250871,0.4651567944250871,0.4548886924245137,0.46483957974319867,649.6960606575012,answerdotai/ModernBERT-base,176.08831357955933,825.7843742370605
XGBoost,"{'objective': 'multi:softprob', 'base_score': None, 'booster': None, 'callbacks': None, 'colsample_bylevel': None, 'colsample_bynode': None, 'colsample_bytree': None, 'device': 'cuda', 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': 'logloss', 'feature_types': None, 'gamma': None, 'grow_policy': None, 'importance_type': None, 'interaction_constraints': None, 'learning_rate': 0.25, 'max_bin': None, 'max_cat_threshold': None, 'max_cat_to_onehot': None, 'max_delta_step': None, 'max_depth': 10, 'max_leaves': None, 'min_child_weight': None, 'missing': nan, 'monotone_constraints': None, 'multi_strategy': None, 'n_estimators': 150, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': None, 'reg_alpha': None, 'reg_lambda': None, 'sampling_method': 'gradient_based', 'scale_pos_weight': None, 'subsample': 0.33, 'tree_method': None, 'validate_parameters': None, 'verbosity': None}",0.4381533101045296,0.4381533101045296,0.40608268572058787,0.42783025536998287,50.86237025260925,answerdotai/ModernBERT-base,176.08831357955933,226.95068383216858
LogisticRegression,"{'C': 0.1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 400, 'multi_class': 'auto', 'n_jobs': -1, 'penalty': 'l2', 'random_state': None, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",0.5566202090592335,0.5566202090592335,0.5486089994544597,0.5553341810205297,1056.225227355957,answerdotai/ModernBERT-large,377.9090337753296,1434.1342611312866
KNN,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': -1, 'n_neighbors': 9, 'p': 2, 'weights': 'distance'}",0.38414634146341464,0.38414634146341464,0.3565229674434773,0.3804971109644878,40.92327356338501,answerdotai/ModernBERT-large,377.9090337753296,418.8323073387146
SVM,"{'C': 100, 'break_ties': False, 'cache_size': 1800, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'rbf', 'max_iter': -1, 'probability': False, 'random_state': None, 'shrinking': True, 'tol': 0.001, 'verbose': False}",0.5570557491289199,0.5570557491289199,0.5494985199986563,0.5558178980619168,1215.572380065918,answerdotai/ModernBERT-large,377.9090337753296,1593.4814138412476
MLP,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 'auto', 'beta_1': 0.9, 'beta_2': 0.999, 'early_stopping': False, 'epsilon': 1e-08, 'hidden_layer_sizes': (400, 200, 100, 50), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_fun': 15000, 'max_iter': 200, 'momentum': 0.9, 'n_iter_no_change': 10, 'nesterovs_momentum': True, 'power_t': 0.5, 'random_state': None, 'shuffle': True, 'solver': 'adam', 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': False, 'warm_start': False}",0.5265679442508711,0.5265679442508711,0.5201749718027376,0.5267293022563134,699.2502417564392,answerdotai/ModernBERT-large,377.9090337753296,1077.1592755317688
XGBoost,"{'objective': 'multi:softprob', 'base_score': None, 'booster': None, 'callbacks': None, 'colsample_bylevel': None, 'colsample_bynode': None, 'colsample_bytree': None, 'device': 'cuda', 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': 'logloss', 'feature_types': None, 'gamma': None, 'grow_policy': None, 'importance_type': None, 'interaction_constraints': None, 'learning_rate': 0.25, 'max_bin': None, 'max_cat_threshold': None, 'max_cat_to_onehot': None, 'max_delta_step': None, 'max_depth': 5, 'max_leaves': None, 'min_child_weight': None, 'missing': nan, 'monotone_constraints': None, 'multi_strategy': None, 'n_estimators': 150, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': None, 'reg_alpha': None, 'reg_lambda': None, 'sampling_method': 'gradient_based', 'scale_pos_weight': None, 'subsample': 0.33, 'tree_method': None, 'validate_parameters': None, 'verbosity': None}",0.47952961672473865,0.47952961672473865,0.4581575915769025,0.47416120673048595,62.370625019073486,answerdotai/ModernBERT-large,377.9090337753296,440.2796587944031
LogisticRegression,"{'C': 10, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 400, 'multi_class': 'auto', 'n_jobs': -1, 'penalty': 'l2', 'random_state': None, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",0.382404181184669,0.382404181184669,0.3596703189366555,0.3759720713954807,454.27578043937683,ibm-granite/granite-embedding-30m-english,33.65606164932251,487.93184208869934
KNN,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': -1, 'n_neighbors': 7, 'p': 2, 'weights': 'distance'}",0.3392857142857143,0.3392857142857143,0.30150627155162707,0.3310231638333242,15.370647430419922,ibm-granite/granite-embedding-30m-english,33.65606164932251,49.02670907974243
SVM,"{'C': 100, 'break_ties': False, 'cache_size': 1800, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'rbf', 'max_iter': -1, 'probability': False, 'random_state': None, 'shrinking': True, 'tol': 0.001, 'verbose': False}",0.39590592334494773,0.39590592334494773,0.37167047720667323,0.39126000390522575,533.4432973861694,ibm-granite/granite-embedding-30m-english,33.65606164932251,567.099359035492
MLP,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 'auto', 'beta_1': 0.9, 'beta_2': 0.999, 'early_stopping': False, 'epsilon': 1e-08, 'hidden_layer_sizes': (400, 200, 100, 50), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_fun': 15000, 'max_iter': 200, 'momentum': 0.9, 'n_iter_no_change': 10, 'nesterovs_momentum': True, 'power_t': 0.5, 'random_state': None, 'shuffle': True, 'solver': 'adam', 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': False, 'warm_start': False}",0.32360627177700346,0.32360627177700346,0.3009040561177409,0.3196794659048485,125.0546989440918,ibm-granite/granite-embedding-30m-english,33.65606164932251,158.7107605934143
XGBoost,"{'objective': 'multi:softprob', 'base_score': None, 'booster': None, 'callbacks': None, 'colsample_bylevel': None, 'colsample_bynode': None, 'colsample_bytree': None, 'device': 'cuda', 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': 'logloss', 'feature_types': None, 'gamma': None, 'grow_policy': None, 'importance_type': None, 'interaction_constraints': None, 'learning_rate': 0.5, 'max_bin': None, 'max_cat_threshold': None, 'max_cat_to_onehot': None, 'max_delta_step': None, 'max_depth': 10, 'max_leaves': None, 'min_child_weight': None, 'missing': nan, 'monotone_constraints': None, 'multi_strategy': None, 'n_estimators': 150, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': None, 'reg_alpha': None, 'reg_lambda': None, 'sampling_method': 'gradient_based', 'scale_pos_weight': None, 'subsample': 0.33, 'tree_method': None, 'validate_parameters': None, 'verbosity': None}",0.3514808362369338,0.3514808362369338,0.3132311764894731,0.33797489533453656,34.46109867095947,ibm-granite/granite-embedding-30m-english,33.65606164932251,68.11716032028198
LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 400, 'multi_class': 'auto', 'n_jobs': -1, 'penalty': 'l2', 'random_state': None, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",0.42465156794425085,0.42465156794425085,0.40419902242617534,0.4206289226390226,841.1696062088013,ibm-granite/granite-embedding-125m-english,104.04943633079529,945.2190425395966
KNN,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': -1, 'n_neighbors': 9, 'p': 1, 'weights': 'distance'}",0.3501742160278746,0.3501742160278746,0.31438388079512386,0.3433273967970476,35.78111696243286,ibm-granite/granite-embedding-125m-english,104.04943633079529,139.83055329322815
SVM,"{'C': 10, 'break_ties': False, 'cache_size': 1800, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'rbf', 'max_iter': -1, 'probability': False, 'random_state': None, 'shrinking': True, 'tol': 0.001, 'verbose': False}",0.44337979094076657,0.44337979094076657,0.4249107681307496,0.4399013141653903,1159.1703796386719,ibm-granite/granite-embedding-125m-english,104.04943633079529,1263.2198159694672
MLP,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 'auto', 'beta_1': 0.9, 'beta_2': 0.999, 'early_stopping': False, 'epsilon': 1e-08, 'hidden_layer_sizes': (400, 200, 100, 50), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_fun': 15000, 'max_iter': 200, 'momentum': 0.9, 'n_iter_no_change': 10, 'nesterovs_momentum': True, 'power_t': 0.5, 'random_state': None, 'shuffle': True, 'solver': 'adam', 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': False, 'warm_start': False}",0.4028745644599303,0.4028745644599303,0.38751603492232833,0.4022226847832937,378.25147008895874,ibm-granite/granite-embedding-125m-english,104.04943633079529,482.300906419754
XGBoost,"{'objective': 'multi:softprob', 'base_score': None, 'booster': None, 'callbacks': None, 'colsample_bylevel': None, 'colsample_bynode': None, 'colsample_bytree': None, 'device': 'cuda', 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': 'logloss', 'feature_types': None, 'gamma': None, 'grow_policy': None, 'importance_type': None, 'interaction_constraints': None, 'learning_rate': 0.25, 'max_bin': None, 'max_cat_threshold': None, 'max_cat_to_onehot': None, 'max_delta_step': None, 'max_depth': 10, 'max_leaves': None, 'min_child_weight': None, 'missing': nan, 'monotone_constraints': None, 'multi_strategy': None, 'n_estimators': 150, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': None, 'reg_alpha': None, 'reg_lambda': None, 'sampling_method': 'gradient_based', 'scale_pos_weight': None, 'subsample': 0.33, 'tree_method': None, 'validate_parameters': None, 'verbosity': None}",0.37717770034843207,0.37717770034843207,0.3371168360094979,0.36195029828893177,50.5407817363739,ibm-granite/granite-embedding-125m-english,104.04943633079529,154.5902180671692
LogisticRegression,"{'C': 10, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 400, 'multi_class': 'auto', 'n_jobs': -1, 'penalty': 'l2', 'random_state': None, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",0.5187282229965157,0.5187282229965157,0.5081142684367345,0.5165084511359637,517.928959608078,microsoft/deberta-v3-xsmall,70.96459293365479,588.8935525417328
KNN,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': -1, 'n_neighbors': 9, 'p': 1, 'weights': 'distance'}",0.3270905923344948,0.3270905923344948,0.29847090337174026,0.3216920729061893,17.90068221092224,microsoft/deberta-v3-xsmall,70.96459293365479,88.86527514457703
SVM,"{'C': 100, 'break_ties': False, 'cache_size': 1800, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'rbf', 'max_iter': -1, 'probability': False, 'random_state': None, 'shrinking': True, 'tol': 0.001, 'verbose': False}",0.5161149825783972,0.5161149825783972,0.5032521018172933,0.51229006683592,397.7997188568115,microsoft/deberta-v3-xsmall,70.96459293365479,468.7643117904663
MLP,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 'auto', 'beta_1': 0.9, 'beta_2': 0.999, 'early_stopping': False, 'epsilon': 1e-08, 'hidden_layer_sizes': (400, 200, 100, 50), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_fun': 15000, 'max_iter': 200, 'momentum': 0.9, 'n_iter_no_change': 10, 'nesterovs_momentum': True, 'power_t': 0.5, 'random_state': None, 'shuffle': True, 'solver': 'adam', 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': False, 'warm_start': False}",0.4594947735191638,0.4594947735191638,0.4524696741072378,0.459165937759798,587.0513882637024,microsoft/deberta-v3-xsmall,70.96459293365479,658.0159811973572
XGBoost,"{'objective': 'multi:softprob', 'base_score': None, 'booster': None, 'callbacks': None, 'colsample_bylevel': None, 'colsample_bynode': None, 'colsample_bytree': None, 'device': 'cuda', 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': 'logloss', 'feature_types': None, 'gamma': None, 'grow_policy': None, 'importance_type': None, 'interaction_constraints': None, 'learning_rate': 0.25, 'max_bin': None, 'max_cat_threshold': None, 'max_cat_to_onehot': None, 'max_delta_step': None, 'max_depth': 10, 'max_leaves': None, 'min_child_weight': None, 'missing': nan, 'monotone_constraints': None, 'multi_strategy': None, 'n_estimators': 150, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': None, 'reg_alpha': None, 'reg_lambda': None, 'sampling_method': 'gradient_based', 'scale_pos_weight': None, 'subsample': 0.33, 'tree_method': None, 'validate_parameters': None, 'verbosity': None}",0.43118466898954705,0.43118466898954705,0.4007324782220478,0.4188445311083823,35.24153399467468,microsoft/deberta-v3-xsmall,70.96459293365479,106.20612692832947
LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 400, 'multi_class': 'auto', 'n_jobs': -1, 'penalty': 'l2', 'random_state': None, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",0.5818815331010453,0.5818815331010453,0.5705226850683488,0.5801937280527123,842.4378604888916,microsoft/deberta-v3-small,90.19779086112976,932.6356513500214
KNN,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': -1, 'n_neighbors': 5, 'p': 1, 'weights': 'distance'}",0.3593205574912892,0.3593205574912892,0.33265862231279125,0.35663209901878945,35.54218769073486,microsoft/deberta-v3-small,90.19779086112976,125.73997855186462
