Classifier,BestParams,Accuracy,F1_Micro,F1_Macro,F1_Weighted,FineTuningTime,EmbeddingModel,EmbeddingTime,TotalTime,TrainingDataPercent
SVM,"{'C': 10, 'break_ties': False, 'cache_size': 1800, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'rbf', 'max_iter': -1, 'probability': False, 'random_state': None, 'shrinking': True, 'tol': 0.001, 'verbose': False}",0.8839232153569286,0.8839232153569286,0.6115597967371532,0.8801792890212967,154.42350459098816,google-bert/bert-base-uncased,84.50205445289612,238.92555904388428,15
MLP,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 'auto', 'beta_1': 0.9, 'beta_2': 0.999, 'early_stopping': False, 'epsilon': 1e-08, 'hidden_layer_sizes': (400, 200, 100, 50), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_fun': 15000, 'max_iter': 200, 'momentum': 0.9, 'n_iter_no_change': 10, 'nesterovs_momentum': True, 'power_t': 0.5, 'random_state': None, 'shuffle': True, 'solver': 'adam', 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': False, 'warm_start': False}",0.8729004199160167,0.8729004199160167,0.6169284980224644,0.8683806534018869,230.94900608062744,google-bert/bert-base-uncased,84.50205445289612,315.45106053352356,15
XGBoost,"{'objective': 'multi:softprob', 'base_score': None, 'booster': None, 'callbacks': None, 'colsample_bylevel': None, 'colsample_bynode': None, 'colsample_bytree': None, 'device': 'cuda', 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': 'logloss', 'feature_types': None, 'gamma': None, 'grow_policy': None, 'importance_type': None, 'interaction_constraints': None, 'learning_rate': 0.25, 'max_bin': None, 'max_cat_threshold': None, 'max_cat_to_onehot': None, 'max_delta_step': None, 'max_depth': 5, 'max_leaves': None, 'min_child_weight': None, 'missing': nan, 'monotone_constraints': None, 'multi_strategy': None, 'n_estimators': 150, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': None, 'reg_alpha': None, 'reg_lambda': None, 'sampling_method': 'gradient_based', 'scale_pos_weight': None, 'subsample': 0.33, 'tree_method': None, 'validate_parameters': None, 'verbosity': None}",0.8601529694061187,0.8601529694061187,0.5017377046754101,0.853139587884719,38.69862508773804,google-bert/bert-base-uncased,84.50205445289612,123.20067954063416,15
LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 400, 'multi_class': 'deprecated', 'n_jobs': -1, 'penalty': 'l2', 'random_state': None, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",0.8804739052189562,0.8804739052189562,0.6105915699435245,0.8771577108298283,563.7120015621185,google-bert/bert-base-uncased,94.97428917884827,658.6862907409668,20
KNN,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': -1, 'n_neighbors': 9, 'p': 2, 'weights': 'distance'}",0.8493551289742052,0.8493551289742052,0.5507016112913818,0.8463045687860405,23.31846594810486,google-bert/bert-base-uncased,94.97428917884827,118.29275512695312,20
SVM,"{'C': 10, 'break_ties': False, 'cache_size': 1800, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'rbf', 'max_iter': -1, 'probability': False, 'random_state': None, 'shrinking': True, 'tol': 0.001, 'verbose': False}",0.8889472105578884,0.8889472105578884,0.6221008918193924,0.8855921986503105,229.5281162261963,google-bert/bert-base-uncased,94.97428917884827,324.50240540504456,20
MLP,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 'auto', 'beta_1': 0.9, 'beta_2': 0.999, 'early_stopping': False, 'epsilon': 1e-08, 'hidden_layer_sizes': (400, 200, 100, 50), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_fun': 15000, 'max_iter': 200, 'momentum': 0.9, 'n_iter_no_change': 10, 'nesterovs_momentum': True, 'power_t': 0.5, 'random_state': None, 'shuffle': True, 'solver': 'adam', 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': False, 'warm_start': False}",0.8771745650869825,0.8771745650869825,0.6264620923911738,0.8766692015326389,352.18466210365295,google-bert/bert-base-uncased,94.97428917884827,447.1589512825012,20
XGBoost,"{'objective': 'multi:softprob', 'base_score': None, 'booster': None, 'callbacks': None, 'colsample_bylevel': None, 'colsample_bynode': None, 'colsample_bytree': None, 'device': 'cuda', 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': 'logloss', 'feature_types': None, 'gamma': None, 'grow_policy': None, 'importance_type': None, 'interaction_constraints': None, 'learning_rate': 0.25, 'max_bin': None, 'max_cat_threshold': None, 'max_cat_to_onehot': None, 'max_delta_step': None, 'max_depth': 5, 'max_leaves': None, 'min_child_weight': None, 'missing': nan, 'monotone_constraints': None, 'multi_strategy': None, 'n_estimators': 150, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': None, 'reg_alpha': None, 'reg_lambda': None, 'sampling_method': 'gradient_based', 'scale_pos_weight': None, 'subsample': 0.33, 'tree_method': None, 'validate_parameters': None, 'verbosity': None}",0.862252549490102,0.862252549490102,0.5171852203297577,0.8559084521521112,44.13036561012268,google-bert/bert-base-uncased,94.97428917884827,139.10465478897095,20
LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 400, 'multi_class': 'deprecated', 'n_jobs': -1, 'penalty': 'l2', 'random_state': None, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",0.8828734253149371,0.8828734253149371,0.6213230621904338,0.8797036570766741,711.8065416812897,google-bert/bert-base-uncased,104.36516857147217,816.1717102527618,25
KNN,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': -1, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'}",0.8523545290941812,0.8523545290941812,0.5904281458330173,0.8506453039837983,51.37531518936157,google-bert/bert-base-uncased,104.36516857147217,155.74048376083374,25
SVM,"{'C': 10, 'break_ties': False, 'cache_size': 1800, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'rbf', 'max_iter': -1, 'probability': False, 'random_state': None, 'shrinking': True, 'tol': 0.001, 'verbose': False}",0.8921715656868626,0.8921715656868626,0.6249246899792397,0.8889263228860155,296.54390144348145,google-bert/bert-base-uncased,104.36516857147217,400.9090700149536,25
MLP,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 'auto', 'beta_1': 0.9, 'beta_2': 0.999, 'early_stopping': False, 'epsilon': 1e-08, 'hidden_layer_sizes': (400, 200, 100, 50), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_fun': 15000, 'max_iter': 200, 'momentum': 0.9, 'n_iter_no_change': 10, 'nesterovs_momentum': True, 'power_t': 0.5, 'random_state': None, 'shuffle': True, 'solver': 'adam', 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': False, 'warm_start': False}",0.8789742051589682,0.8789742051589682,0.6308803632030309,0.8766917786906602,570.4943535327911,google-bert/bert-base-uncased,104.36516857147217,674.8595221042633,25
XGBoost,"{'objective': 'multi:softprob', 'base_score': None, 'booster': None, 'callbacks': None, 'colsample_bylevel': None, 'colsample_bynode': None, 'colsample_bytree': None, 'device': 'cuda', 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': 'logloss', 'feature_types': None, 'gamma': None, 'grow_policy': None, 'importance_type': None, 'interaction_constraints': None, 'learning_rate': 0.25, 'max_bin': None, 'max_cat_threshold': None, 'max_cat_to_onehot': None, 'max_delta_step': None, 'max_depth': 5, 'max_leaves': None, 'min_child_weight': None, 'missing': nan, 'monotone_constraints': None, 'multi_strategy': None, 'n_estimators': 150, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': None, 'reg_alpha': None, 'reg_lambda': None, 'sampling_method': 'gradient_based', 'scale_pos_weight': None, 'subsample': 0.33, 'tree_method': None, 'validate_parameters': None, 'verbosity': None}",0.8627024595080984,0.8627024595080984,0.5294847861386386,0.8569097926116345,51.46017861366272,google-bert/bert-base-uncased,104.36516857147217,155.8253471851349,25
LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 400, 'multi_class': 'deprecated', 'n_jobs': -1, 'penalty': 'l2', 'random_state': None, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",0.8839232153569286,0.8839232153569286,0.6250857459951923,0.8808215643079148,1019.8020684719086,google-bert/bert-base-uncased,118.39610743522644,1138.198175907135,30
KNN,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': -1, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'}",0.8567786442711458,0.8567786442711458,0.612555620400938,0.8549837290517633,53.77019453048706,google-bert/bert-base-uncased,118.39610743522644,172.1663019657135,30
SVM,"{'C': 10, 'break_ties': False, 'cache_size': 1800, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'rbf', 'max_iter': -1, 'probability': False, 'random_state': None, 'shrinking': True, 'tol': 0.001, 'verbose': False}",0.8950959808038392,0.8950959808038392,0.6452973754718665,0.891719689173142,432.22916197776794,google-bert/bert-base-uncased,118.39610743522644,550.6252694129944,30
MLP,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 'auto', 'beta_1': 0.9, 'beta_2': 0.999, 'early_stopping': False, 'epsilon': 1e-08, 'hidden_layer_sizes': (400, 200, 100, 50), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_fun': 15000, 'max_iter': 200, 'momentum': 0.9, 'n_iter_no_change': 10, 'nesterovs_momentum': True, 'power_t': 0.5, 'random_state': None, 'shuffle': True, 'solver': 'adam', 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': False, 'warm_start': False}",0.8822735452909418,0.8822735452909418,0.6012332923199294,0.8805251190228743,929.5421078205109,google-bert/bert-base-uncased,118.39610743522644,1047.9382152557373,30
XGBoost,"{'objective': 'multi:softprob', 'base_score': None, 'booster': None, 'callbacks': None, 'colsample_bylevel': None, 'colsample_bynode': None, 'colsample_bytree': None, 'device': 'cuda', 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': 'logloss', 'feature_types': None, 'gamma': None, 'grow_policy': None, 'importance_type': None, 'interaction_constraints': None, 'learning_rate': 0.25, 'max_bin': None, 'max_cat_threshold': None, 'max_cat_to_onehot': None, 'max_delta_step': None, 'max_depth': 5, 'max_leaves': None, 'min_child_weight': None, 'missing': nan, 'monotone_constraints': None, 'multi_strategy': None, 'n_estimators': 150, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': None, 'reg_alpha': None, 'reg_lambda': None, 'sampling_method': 'gradient_based', 'scale_pos_weight': None, 'subsample': 0.33, 'tree_method': None, 'validate_parameters': None, 'verbosity': None}",0.8669766046790642,0.8669766046790642,0.5346990513239454,0.8605907159860545,61.1782341003418,google-bert/bert-base-uncased,118.39610743522644,179.57434153556824,30
LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 400, 'multi_class': 'deprecated', 'n_jobs': -1, 'penalty': 'l2', 'random_state': None, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",0.8883473305338933,0.8883473305338933,0.6471623905308906,0.8855048705444174,1162.627985239029,google-bert/bert-base-uncased,129.25653100013733,1291.8845162391663,35
KNN,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': -1, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'}",0.8601529694061187,0.8601529694061187,0.6246269597693123,0.8584296030672628,65.97727489471436,google-bert/bert-base-uncased,129.25653100013733,195.23380589485168,35
SVM,"{'C': 10, 'break_ties': False, 'cache_size': 1800, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'rbf', 'max_iter': -1, 'probability': False, 'random_state': None, 'shrinking': True, 'tol': 0.001, 'verbose': False}",0.8983953209358129,0.8983953209358129,0.6580087750835688,0.895597597023644,443.3113627433777,google-bert/bert-base-uncased,129.25653100013733,572.567893743515,35
MLP,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 'auto', 'beta_1': 0.9, 'beta_2': 0.999, 'early_stopping': False, 'epsilon': 1e-08, 'hidden_layer_sizes': (200, 150, 100, 50), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_fun': 15000, 'max_iter': 200, 'momentum': 0.9, 'n_iter_no_change': 10, 'nesterovs_momentum': True, 'power_t': 0.5, 'random_state': None, 'shuffle': True, 'solver': 'adam', 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': False, 'warm_start': False}",0.881748650269946,0.881748650269946,0.6407607261774179,0.8800352275793798,675.7185068130493,google-bert/bert-base-uncased,129.25653100013733,804.9750378131866,35
XGBoost,"{'objective': 'multi:softprob', 'base_score': None, 'booster': None, 'callbacks': None, 'colsample_bylevel': None, 'colsample_bynode': None, 'colsample_bytree': None, 'device': 'cuda', 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': 'logloss', 'feature_types': None, 'gamma': None, 'grow_policy': None, 'importance_type': None, 'interaction_constraints': None, 'learning_rate': 0.25, 'max_bin': None, 'max_cat_threshold': None, 'max_cat_to_onehot': None, 'max_delta_step': None, 'max_depth': 5, 'max_leaves': None, 'min_child_weight': None, 'missing': nan, 'monotone_constraints': None, 'multi_strategy': None, 'n_estimators': 150, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': None, 'reg_alpha': None, 'reg_lambda': None, 'sampling_method': 'gradient_based', 'scale_pos_weight': None, 'subsample': 0.33, 'tree_method': None, 'validate_parameters': None, 'verbosity': None}",0.8692261547690462,0.8692261547690462,0.5335472508703039,0.8625657720952359,62.62756943702698,google-bert/bert-base-uncased,129.25653100013733,191.8841004371643,35
LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 400, 'multi_class': 'deprecated', 'n_jobs': -1, 'penalty': 'l2', 'random_state': None, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",0.8891721655668866,0.8891721655668866,0.6455230500810595,0.8864126271259269,1123.2380111217499,google-bert/bert-base-uncased,140.0282337665558,1263.2662448883057,40
KNN,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': -1, 'n_neighbors': 7, 'p': 2, 'weights': 'uniform'}",0.863377324535093,0.863377324535093,0.5945003197254053,0.8598840546317386,42.4512414932251,google-bert/bert-base-uncased,140.0282337665558,182.47947525978088,40
SVM,"{'C': 10, 'break_ties': False, 'cache_size': 1800, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'rbf', 'max_iter': -1, 'probability': False, 'random_state': None, 'shrinking': True, 'tol': 0.001, 'verbose': False}",0.8998950209958009,0.8998950209958009,0.6621570901476166,0.8968461183379652,532.6745555400848,google-bert/bert-base-uncased,140.0282337665558,672.7027893066406,40
MLP,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 'auto', 'beta_1': 0.9, 'beta_2': 0.999, 'early_stopping': False, 'epsilon': 1e-08, 'hidden_layer_sizes': (400, 200, 100, 50), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_fun': 15000, 'max_iter': 200, 'momentum': 0.9, 'n_iter_no_change': 10, 'nesterovs_momentum': True, 'power_t': 0.5, 'random_state': None, 'shuffle': True, 'solver': 'adam', 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': False, 'warm_start': False}",0.885872825434913,0.885872825434913,0.6741046057694378,0.8859243359585603,910.9817850589752,google-bert/bert-base-uncased,140.0282337665558,1051.010018825531,40
XGBoost,"{'objective': 'multi:softprob', 'base_score': None, 'booster': None, 'callbacks': None, 'colsample_bylevel': None, 'colsample_bynode': None, 'colsample_bytree': None, 'device': 'cuda', 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': 'logloss', 'feature_types': None, 'gamma': None, 'grow_policy': None, 'importance_type': None, 'interaction_constraints': None, 'learning_rate': 0.5, 'max_bin': None, 'max_cat_threshold': None, 'max_cat_to_onehot': None, 'max_delta_step': None, 'max_depth': 5, 'max_leaves': None, 'min_child_weight': None, 'missing': nan, 'monotone_constraints': None, 'multi_strategy': None, 'n_estimators': 150, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': None, 'reg_alpha': None, 'reg_lambda': None, 'sampling_method': 'gradient_based', 'scale_pos_weight': None, 'subsample': 0.33, 'tree_method': None, 'validate_parameters': None, 'verbosity': None}",0.8713257348530294,0.8713257348530294,0.5686539395466229,0.8663528993225599,67.38403606414795,google-bert/bert-base-uncased,140.0282337665558,207.41226983070374,40
LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 400, 'multi_class': 'deprecated', 'n_jobs': -1, 'penalty': 'l2', 'random_state': None, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",0.888872225554889,0.888872225554889,0.6417869711998084,0.8859179126818824,1188.7231318950653,google-bert/bert-base-uncased,146.31495666503906,1335.0380885601044,45
KNN,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': -1, 'n_neighbors': 7, 'p': 2, 'weights': 'uniform'}",0.8659268146370726,0.8659268146370726,0.5898350930115364,0.8623902691514213,44.793051958084106,google-bert/bert-base-uncased,146.31495666503906,191.10800862312317,45
SVM,"{'C': 10, 'break_ties': False, 'cache_size': 1800, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'rbf', 'max_iter': -1, 'probability': False, 'random_state': None, 'shrinking': True, 'tol': 0.001, 'verbose': False}",0.9011697660467907,0.9011697660467907,0.6720887732551545,0.8986129224492951,623.4747273921967,google-bert/bert-base-uncased,146.31495666503906,769.7896840572357,45
MLP,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 'auto', 'beta_1': 0.9, 'beta_2': 0.999, 'early_stopping': False, 'epsilon': 1e-08, 'hidden_layer_sizes': (200, 150, 100, 50), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_fun': 15000, 'max_iter': 200, 'momentum': 0.9, 'n_iter_no_change': 10, 'nesterovs_momentum': True, 'power_t': 0.5, 'random_state': None, 'shuffle': True, 'solver': 'adam', 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': False, 'warm_start': False}",0.8872975404919016,0.8872975404919016,0.6591763034002247,0.8857628339498184,1441.590601682663,google-bert/bert-base-uncased,146.31495666503906,1587.905558347702,45
XGBoost,"{'objective': 'multi:softprob', 'base_score': None, 'booster': None, 'callbacks': None, 'colsample_bylevel': None, 'colsample_bynode': None, 'colsample_bytree': None, 'device': 'cuda', 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': 'logloss', 'feature_types': None, 'gamma': None, 'grow_policy': None, 'importance_type': None, 'interaction_constraints': None, 'learning_rate': 0.25, 'max_bin': None, 'max_cat_threshold': None, 'max_cat_to_onehot': None, 'max_delta_step': None, 'max_depth': 5, 'max_leaves': None, 'min_child_weight': None, 'missing': nan, 'monotone_constraints': None, 'multi_strategy': None, 'n_estimators': 150, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': None, 'reg_alpha': None, 'reg_lambda': None, 'sampling_method': 'gradient_based', 'scale_pos_weight': None, 'subsample': 0.33, 'tree_method': None, 'validate_parameters': None, 'verbosity': None}",0.8699760047990401,0.8699760047990401,0.5722511499253231,0.8641627065547959,71.78914475440979,google-bert/bert-base-uncased,146.31495666503906,218.10410141944885,45
LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 400, 'multi_class': 'deprecated', 'n_jobs': -1, 'penalty': 'l2', 'random_state': None, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",0.8905218956208758,0.8905218956208758,0.6510034211978879,0.8876350129949769,1401.9469757080078,google-bert/bert-base-uncased,159.99427151679993,1561.9412472248077,50
